Laa,ndaa,Haau,mmw,gravy,aroma,locus_tag
292,19,4.0796,131.35,-0.1534,0.0685,b2577
194,20,3.9334,126.77,+0.9036,0.1289,b2578
126,19,4.0006,130.20,-0.3500,0.0635,b2579
228,20,4.1319,130.05,-0.2921,0.0965,b2580
344,20,4.1033,127.42,-0.6892,0.0581,b2581
138,19,4.1135,129.65,-0.2152,0.0797,b2582
231,20,4.0808,129.90,-0.2225,0.0779,b2583
885,20,4.0777,128.57,-0.1209,0.0576,b2584
450,20,4.1188,135.02,-0.4347,0.0911,b2585
106,20,3.9833,127.98,-0.1811,0.1132,b2586
431,20,4.0108,126.84,+0.6142,0.1253,b2587
856,20,4.0184,129.50,-0.3602,0.0444,b2592
242,20,4.1395,126.24,-0.1492,0.0909,b2593
325,20,4.0829,131.78,-0.4228,0.0523,b2594
244,20,4.0745,131.46,-0.4943,0.1107,b2595
112,19,4.0235,130.83,-0.5571,0.0357,b2597
14,7,2.2608,144.81,+1.0643,0.5000,b2598
385,20,4.0920,129.60,-0.1738,0.0623,b2599
372,20,4.0625,130.63,-0.0952,0.0780,b2600
355,20,4.1252,126.90,-0.3028,0.0479,b2601
120,20,4.1117,126.80,-0.4592,0.0917,b2602
171,20,4.1063,128.12,+0.1836,0.0819,b2603
407,20,4.0981,130.64,-0.1683,0.0835,b2604
159,20,4.0886,125.53,-0.3031,0.0692,b2605
114,19,3.9458,131.91,-0.5482,0.0614,b2606
254,20,4.0981,129.33,-0.3177,0.0669,b2607
181,20,4.1167,131.03,-0.3022,0.0939,b2608
81,18,3.9075,129.64,-0.3568,0.0741,b2609
452,19,3.9888,127.83,-0.2482,0.0376,b2610
262,20,4.0093,129.13,+0.8538,0.1069,b2611
427,19,4.0367,130.18,+0.1115,0.0539,b4461
196,18,3.9092,128.47,-0.3837,0.0204,b2614
291,20,4.1460,129.41,-0.0784,0.0722,b2615
552,20,4.0226,128.97,-0.3444,0.0453,b2616
112,20,4.0314,126.52,-0.1045,0.0804,b2617
95,16,3.8436,130.02,-0.6105,0.0421,b2618
157,20,4.1080,129.97,+0.1178,0.1083,b2619
159,20,4.0811,131.98,-0.5969,0.0818,b2620
412,20,4.1287,130.88,-0.4364,0.0680,b2622
317,20,4.1874,134.70,-0.4738,0.1104,b2623
69,19,4.0764,133.71,-0.3638,0.0870,b2624
468,20,4.1623,133.14,-0.2291,0.1026,b2625
207,20,4.1268,135.94,-0.8691,0.1111,b2626
728,20,4.1299,131.90,-0.1870,0.0975,b2627
537,20,4.1109,133.20,-0.4115,0.0782,b2628
86,19,4.1118,132.18,-0.7988,0.0814,b2629
356,20,4.1438,130.13,-0.0404,0.0871,b2630
122,20,4.0494,128.80,+0.0877,0.0738,b2631
286,20,4.1135,129.71,+0.0353,0.0769,b2632
272,20,4.0928,132.37,-0.5585,0.0699,b2633
232,20,3.9911,132.05,-0.0078,0.0733,b2634
77,14,3.3742,116.12,+1.5623,0.0519,b2635
146,20,4.0707,131.61,-0.5281,0.0890,b2636
154,20,4.1195,128.08,-0.2864,0.1104,b2637
,,,,,,b2638
,,,,,,b2641
566,20,4.0040,131.17,+0.2823,0.1184,b2642
,,,,,,b4644
151,20,4.2017,131.62,-0.3026,0.1258,b2643
159,19,4.0153,130.06,-0.1132,0.0566,b2644
65,19,3.9916,136.66,-0.7000,0.1077,b4548
104,20,4.1603,129.44,-0.2558,0.0962,b2645
108,20,4.0948,130.60,-0.0657,0.0741,b2646
1525,20,3.9356,121.20,-0.3603,0.0492,b2647
,,,,,,b2648
,,,,,,b2650
,,,,,,b4462
324,20,4.1347,132.86,-0.3824,0.1019,b2659
421,20,4.1435,127.12,-0.0900,0.0736,b2660
481,20,4.0492,125.23,-0.0746,0.0748,b2661
425,20,4.0762,125.37,-0.0021,0.0635,b2662
465,20,4.0104,127.54,+0.8239,0.1161,b2663
219,20,4.0340,131.45,-0.1365,0.0639,b2664
148,19,3.9513,125.54,-0.4743,0.0608,b2665
51,16,3.5601,130.09,+1.2118,0.1569,b2666
98,18,3.8642,124.62,+0.0071,0.0204,b2667
173,20,3.9899,124.89,+0.2295,0.0636,b2668
133,18,3.9512,132.29,-0.8143,0.0526,b2669
148,20,4.0343,131.53,+0.5696,0.1486,b2670
113,19,4.0255,132.32,-0.5142,0.1150,b2671
112,19,3.9692,126.39,-0.5223,0.0446,b2672
80,20,4.0870,130.39,-0.3238,0.0750,b2673
135,20,4.0233,130.54,-0.4126,0.0963,b2674
713,20,4.1534,130.68,-0.2896,0.1066,b2675
318,20,4.1360,132.15,-0.2616,0.1226,b2676
399,19,4.0286,128.32,-0.1393,0.0526,b2677
353,20,3.9162,124.16,+0.7074,0.0708,b2678
329,20,4.0992,127.05,-0.3277,0.1064,b2679
,,,,,,b2681
244,20,3.9618,124.40,+0.7193,0.1189,b2682
110,19,3.8423,125.96,+0.9118,0.0909,b2683
175,20,4.0187,134.67,-0.6520,0.0457,b2684
389,19,4.0140,127.49,-0.1347,0.0514,b2685
511,20,4.0423,126.58,+0.6346,0.1096,b2686
170,20,4.1764,131.35,-0.3365,0.0588,b2687
517,20,4.1544,130.43,-0.3147,0.0986,b2688
141,20,3.8883,127.52,+0.7894,0.1206,b2689
187,20,4.0533,128.34,-0.0369,0.0695,b2690
60,17,3.8197,129.79,-0.2933,0.0333,b2696
875,20,4.0940,127.59,-0.3056,0.0709,b2697
165,20,4.0611,134.83,-0.7339,0.0909,b2698
352,20,4.0266,125.47,-0.1813,0.0540,b2699
164,20,3.9592,124.31,-0.1262,0.0793,b2700
360,20,4.1434,129.42,-0.3369,0.1167,b2701
186,20,4.0588,127.86,+0.4968,0.1183,b2702
318,20,3.9910,122.36,+0.4783,0.0660,b2703
122,19,4.0362,125.84,-0.0131,0.0738,b2704
258,19,4.0171,125.41,+0.1229,0.0969,b2705
118,18,3.9340,126.52,+0.2331,0.0678,b2706
256,19,4.0865,127.73,-0.1332,0.0625,b2707
320,20,4.0027,123.90,+0.1381,0.0344,b2708
503,20,3.9828,127.53,-0.0074,0.0557,b2709
478,20,4.2220,131.16,-0.3646,0.0900,b2710
376,20,4.0546,127.73,-0.1287,0.0452,b2711
749,20,4.1104,127.38,-0.0936,0.0708,b2712
174,19,4.0444,126.50,-0.0460,0.0287,b2713
335,20,4.0895,127.46,-0.0776,0.0627,b2714
484,20,3.9690,123.13,+0.7901,0.0661,b2715
473,20,4.2041,131.73,-0.3598,0.1332,b2716
155,20,4.0321,127.09,+0.0110,0.0645,b2717
135,20,4.1432,131.46,-0.1748,0.0815,b2718
254,20,4.1231,127.66,-0.1579,0.0709,b2719
179,20,4.1309,130.64,-0.3346,0.0782,b2720
568,20,4.1735,132.15,-0.3583,0.0951,b2721
306,20,3.9208,125.47,+0.8680,0.1013,b2722
607,20,3.9187,123.33,+0.9725,0.0840,b2723
202,19,4.0747,125.56,-0.0550,0.0396,b2724
152,20,4.1604,133.00,-0.3704,0.0921,b2725
115,19,3.9671,131.22,-0.1313,0.0522,b2726
289,20,4.1349,126.72,-0.2457,0.0484,b2727
89,20,3.9946,125.69,-0.0449,0.0449,b2728
372,20,4.1584,128.81,-0.0976,0.0860,b2729
335,20,3.9607,122.32,+0.2946,0.0418,b2730
691,20,4.0994,131.36,-0.2473,0.0666,b2731
116,19,4.0143,136.90,-0.9224,0.0776,b2732
852,20,4.0632,129.63,-0.2400,0.0646,b2733
217,19,4.1212,132.99,-0.3396,0.1244,b2734
254,20,4.0342,125.44,+0.1390,0.0315,b2735
301,20,3.9179,119.68,+0.3934,0.0565,b2736
387,20,4.0422,124.45,+0.0532,0.0646,b2737
211,20,4.0786,127.37,-0.1573,0.0711,b2738
257,20,4.0937,131.12,-0.2136,0.1284,b2739
453,20,3.8384,120.93,+1.1256,0.0640,b2740
329,19,3.9393,132.98,-0.5362,0.0578,b2741
378,20,3.9924,123.83,-0.4093,0.0582,b2742
207,20,4.0164,129.65,-0.1676,0.0580,b2743
252,20,4.0553,124.17,-0.0833,0.0516,b2744
348,20,4.0595,129.92,-0.2753,0.0862,b2745
158,20,3.9508,124.02,+0.0772,0.0570,b2746
235,20,4.0346,126.90,-0.1826,0.0468,b2747
102,19,3.9639,130.49,-0.5853,0.0784,b2748
106,18,3.9108,129.98,+0.8991,0.1604,b2749
200,20,4.0249,128.87,-0.2260,0.0550,b2750
474,20,4.0711,128.58,-0.1882,0.0675,b2751
301,20,4.1907,134.42,-0.5452,0.0997,b2752
344,20,4.1234,127.81,-0.3785,0.0669,b2753
93,18,3.8903,129.51,+0.2613,0.0860,b2754
304,20,4.0385,126.72,+0.0174,0.0724,b2755
198,20,4.1220,129.85,-0.1631,0.0707,b2756
223,20,4.0833,130.39,-0.2919,0.0897,b2757
362,20,4.1088,128.17,-0.2472,0.0691,b2758
159,20,4.0826,134.69,-0.5264,0.0755,b2759
501,20,4.1780,129.30,-0.1972,0.0858,b2760
887,20,4.1922,131.20,-0.2488,0.1015,b2761
243,20,4.0848,132.53,-0.4481,0.0988,b2762
569,20,4.1360,130.23,-0.4385,0.0738,b2763
598,20,4.0666,128.58,-0.2594,0.0836,b2764
120,20,4.1474,131.54,-0.1917,0.1000,b2765
422,20,4.0493,127.60,-0.0209,0.0640,b2766
85,18,4.0201,129.93,-0.2318,0.0941,b2767
190,20,4.0549,126.63,+0.3205,0.0579,b2768
285,20,3.9997,123.83,+0.1779,0.0456,b2769
258,20,3.9781,128.75,-0.0981,0.0581,b2770
444,20,3.9033,126.31,+0.8074,0.1059,b2771
483,20,4.1708,128.96,-0.1921,0.0766,b4463
260,20,4.1124,125.29,+0.0831,0.0962,b2774
424,20,4.0527,128.11,+0.7267,0.1226,b2775
491,20,4.1864,128.05,-0.1067,0.0937,b2776
222,20,4.1687,130.09,-0.2694,0.0676,b2777
45,15,3.6411,134.32,+0.0467,0.1556,b4682
289,20,4.1177,128.94,+0.0644,0.1384,b2778
431,20,3.9679,123.60,-0.1624,0.0557,b2779
544,20,4.1332,128.72,-0.1426,0.0680,b2780
262,20,4.0493,133.52,-0.5244,0.0763,b2781
110,20,4.1344,126.64,-0.1109,0.0727,b2782
81,18,3.9206,131.67,-0.3259,0.0494,b2783
743,20,4.1439,130.70,-0.3404,0.0673,b2784
432,20,4.1177,128.90,-0.2347,0.0625,b2785
917,20,4.0957,129.58,-0.1116,0.0458,b2786
445,20,4.1666,128.11,-0.2267,0.0809,b2787
445,20,4.1343,127.45,-0.1993,0.0809,b2788
449,20,4.0368,127.13,+0.6893,0.1425,b2789
148,20,4.0405,126.97,-0.1311,0.0946,b2790
259,19,4.0668,131.98,-0.5046,0.0734,b2791
108,19,3.9160,135.03,-0.4750,0.0926,b2792
180,20,4.1195,132.23,-0.2883,0.0944,b2793
281,19,4.1097,133.45,-0.5388,0.1032,b2794
453,20,4.1203,130.21,-0.1115,0.0728,b2795
428,20,4.0154,127.26,+0.8049,0.1051,b2796
454,20,4.1137,125.07,+0.0476,0.0529,b2797
250,20,4.1380,130.08,-0.3316,0.0680,b2798
381,20,4.0348,123.96,+0.0766,0.0604,b2799
214,20,4.1004,128.42,-0.0547,0.0607,b2800
437,20,4.0220,126.47,+0.7023,0.1304,b2801
590,20,4.1903,127.89,-0.2637,0.0814,b2802
481,20,4.1325,128.38,-0.0179,0.0852,b2803
139,19,4.0185,128.26,+0.1669,0.0719,b2804
242,20,4.0595,130.46,-0.3306,0.0579,b2805
365,20,4.2005,132.41,-0.2975,0.1096,b2806
130,18,3.8113,127.12,+0.9608,0.1462,b2807
304,20,4.0589,130.69,-0.1500,0.0921,b2808
74,19,4.0295,126.46,-0.5554,0.0405,b2809
400,20,4.0551,125.73,+0.0365,0.0800,b2810
146,20,3.9711,126.17,-0.0993,0.0685,b2811
267,20,4.0527,124.43,+0.0824,0.0599,b2812
364,20,4.1427,128.62,-0.4154,0.1154,b2813
416,19,4.0282,127.35,-0.2147,0.0649,b2817
442,20,4.1003,128.98,-0.1939,0.0566,b2818
607,20,4.0486,127.99,-0.2048,0.0527,b2819
1179,20,4.1051,131.51,-0.3210,0.0823,b2820
961,20,4.1169,129.94,-0.3712,0.0916,b2821
1121,20,4.1070,132.82,-0.2897,0.0999,b2822
106,19,3.9538,129.85,-0.2425,0.0566,b2823
134,20,3.9918,128.64,+0.0500,0.0672,b2824
186,20,4.0954,127.53,+0.0220,0.0699,b2825
155,20,4.1048,132.31,-0.1587,0.1226,b2826
263,20,4.2188,133.34,-0.3905,0.1103,b2827
290,19,4.0255,131.66,+0.4393,0.1690,b2828
747,20,4.0313,129.88,-0.0969,0.0616,b2829
175,20,4.1473,135.99,-0.6891,0.1257,b2830
228,20,3.9834,129.32,-0.2171,0.0614,b2831
236,19,3.9054,128.22,+0.9055,0.0932,b2832
71,20,4.0196,126.85,-0.2296,0.0563,b2833
345,20,4.1054,129.17,-0.3296,0.0870,b2834
396,20,3.9105,122.83,+0.8952,0.0985,b2835
718,20,4.1141,130.20,-0.0450,0.0919,b2836
342,20,4.0717,126.04,-0.0751,0.0556,b2837
419,20,4.0952,127.87,-0.1594,0.0668,b2838
310,20,3.9685,128.39,+0.0994,0.0645,b2839
229,20,4.0491,127.62,+0.0690,0.0699,b2840
471,20,4.0242,127.43,+0.6251,0.0998,b2841
252,20,4.0541,124.84,+0.1409,0.0675,b2842
277,20,4.1897,129.66,-0.1975,0.0939,b2843
392,20,3.9799,122.27,+0.1041,0.0357,b2844
408,20,4.0152,128.19,+0.9375,0.1176,b2845
209,20,4.1949,133.51,-0.2014,0.1244,b2846
268,20,4.1895,132.57,-0.3396,0.1082,b2847
159,20,4.1454,134.81,-0.2855,0.1384,b2848
25,13,3.3649,140.15,+0.3160,0.1600,b4683
140,19,3.8921,133.17,-0.4107,0.0786,b2849
,,,,,,b2850
162,20,4.0442,134.95,-0.5969,0.1543,b2851
457,20,4.1089,133.12,-0.1766,0.0897,b2852
71,18,3.9400,129.36,-0.4704,0.0986,b2853
,,,,,,b2854
,,,,,,b2856
,,,,,,b2858
,,,,,,b2859
300,20,4.1334,132.18,-0.5490,0.0767,b2860
120,19,3.9201,128.87,-0.3700,0.0500,b2861
,,,,,,b2863
250,20,3.9721,123.68,-0.2624,0.0640,b2865
751,20,4.1372,126.10,-0.0593,0.0652,b2866
291,20,4.0631,125.94,-0.1223,0.0584,b2867
158,20,4.0332,124.17,+0.0456,0.0380,b2868
591,20,4.1065,129.60,-0.1338,0.0558,b2869
395,20,4.1497,129.50,-0.3390,0.0759,b2870
397,20,4.1531,126.78,-0.0622,0.0756,b2871
402,20,4.1799,129.10,-0.2567,0.0920,b2872
460,20,4.1597,128.61,-0.1654,0.0804,b2873
309,20,4.0237,124.56,-0.0249,0.0453,b2874
540,20,4.0431,124.56,+0.1215,0.0426,b2875
255,19,4.1279,127.64,+0.0192,0.0667,b2876
191,20,4.1539,129.87,-0.0482,0.0628,b2877
1031,20,4.1948,129.98,-0.2928,0.0834,b2878
441,20,4.1397,128.43,-0.1175,0.0884,b2879
258,20,4.0303,128.48,-0.1353,0.0659,b2880
955,20,4.1390,126.25,-0.1341,0.0649,b2881
465,20,3.9285,123.30,+0.8791,0.0817,b2882
438,20,4.1891,132.39,-0.3728,0.1096,b2883
454,20,3.8529,120.68,+1.0888,0.0815,b4464
161,18,3.9564,125.87,+0.0255,0.0124,b2886
638,20,4.1514,126.07,-0.1453,0.0564,b2887
481,20,3.9928,125.31,+0.8173,0.0811,b2888
40,16,3.6128,134.06,+1.4025,0.1500,b4684
181,20,4.1784,130.49,-0.3044,0.0939,b2889
504,20,4.0949,132.01,-0.4010,0.0893,b2890
364,20,4.0727,130.93,-0.6970,0.0687,b2891
576,20,4.0493,127.80,-0.0727,0.0608,b2892
235,20,4.0905,126.41,-0.1111,0.0723,b2893
297,19,3.9854,132.82,-0.3377,0.0673,b2894
172,20,4.0859,131.68,-0.2436,0.1221,b2895
134,20,3.8780,136.78,-0.0731,0.0896,b2896
87,20,4.0338,137.53,-0.5874,0.0805,b2897
325,20,4.0718,128.61,-0.2538,0.0769,b2898
218,20,3.8954,126.72,+1.0211,0.1193,b2899
102,19,3.9933,133.27,-0.3951,0.1078,b2900
478,20,4.2110,133.52,-0.4565,0.1485,b2901
246,20,4.0083,122.85,+0.1110,0.0569,b2902
956,20,4.1412,127.04,-0.0676,0.0669,b2903
128,20,3.8532,124.75,-0.1547,0.0703,b2904
363,20,4.1232,128.20,-0.1642,0.0854,b2905
399,20,4.0921,128.53,-0.1368,0.0727,b2906
391,20,4.0079,125.79,+0.0184,0.0563,b2907
440,20,4.1334,130.89,-0.3132,0.0841,b2908
191,20,4.0697,128.38,-0.3738,0.0681,b2909
108,18,3.8912,133.25,-0.7574,0.0463,b2910
181,20,4.1047,133.79,-0.2845,0.0994,b2912
18,9,2.8583,132.44,+2.4722,0.1111,b4665
409,20,4.0602,125.66,+0.0205,0.0562,b2913
218,20,3.9769,122.19,+0.2225,0.0413,b2914
,,,,,,b2915
296,20,4.0507,130.59,-0.1797,0.0642,b2916
713,20,4.1083,127.02,-0.1245,0.0687,b2917
330,20,4.0901,128.79,-0.2030,0.0576,b2918
260,20,4.1247,129.64,-0.0312,0.0769,b2919
491,20,4.1260,127.33,-0.0758,0.0631,b2920
297,20,4.1368,134.26,-0.3593,0.1044,b2921
245,18,3.9541,126.12,-0.2604,0.0571,b2922
210,20,3.9613,127.66,+0.8286,0.1333,b2923
285,18,3.8998,125.90,+0.4895,0.0702,b2924
358,20,4.1409,126.95,-0.2299,0.0838,b2925
386,20,3.9534,124.15,+0.0671,0.0570,b2926
338,20,4.0861,127.93,-0.0470,0.0680,b2927
236,20,4.1540,132.35,-0.3292,0.0890,b2928
168,19,4.0424,131.84,-0.0238,0.1190,b2929
320,20,4.0521,124.81,+0.0119,0.0469,b2930
424,20,4.1077,125.72,+0.0719,0.0873,b4465
461,20,4.0012,123.92,+0.5416,0.0868,b2933
146,20,3.9990,126.90,-0.0041,0.0685,b2934
662,20,4.1271,126.87,-0.2308,0.0906,b2935
251,19,4.0181,124.36,-0.2127,0.0478,b2936
305,20,4.1296,127.55,-0.1118,0.0918,b2937
657,20,4.1602,130.27,-0.2997,0.0822,b2938
42,17,3.8739,130.15,+0.1119,0.0714,b2939
70,19,3.9213,131.80,-0.5629,0.0571,b2940
383,20,4.1242,127.16,-0.1948,0.0757,b2942
463,20,4.0492,127.80,+0.5959,0.1102,b2943
164,19,4.0491,135.08,-0.5372,0.0793,b2944
234,20,4.1639,131.52,-0.7504,0.1154,b2945
242,20,4.0888,128.88,-0.2252,0.0413,b2946
315,20,4.1225,130.43,-0.2679,0.0762,b2947
186,20,4.0878,128.43,-0.0823,0.0538,b2948
137,19,4.0351,127.77,-0.2730,0.0803,b2949
325,20,4.0016,128.31,-0.1412,0.0431,b2950
233,20,4.0667,128.05,-0.2090,0.0558,b2951
187,20,3.8899,130.41,+1.1872,0.1070,b2952
95,17,3.8955,126.51,-0.0947,0.0316,b2953
196,20,3.9974,124.59,-0.1327,0.0561,b2954
377,20,4.1410,130.57,-0.3305,0.1008,b2955
334,20,4.0926,132.72,-0.8024,0.0928,b2956
347,20,3.9762,123.78,-0.1193,0.0692,b2957
238,20,4.0568,128.43,-0.4794,0.0420,b2958
107,20,4.0838,137.00,-0.7019,0.1121,b2959
238,20,4.1265,132.12,-0.4067,0.0882,b2960
349,20,4.1409,129.76,-0.1521,0.1060,b2961
90,20,4.0670,138.05,-0.8878,0.1111,b2962
358,20,4.1159,129.64,-0.3575,0.0950,b2963
417,20,4.0427,128.90,+0.8271,0.1463,b2964
710,20,4.1549,129.66,-0.1645,0.1085,b2965
234,20,3.8550,122.56,+1.1415,0.0726,b2966
177,19,4.0605,132.39,-0.1842,0.0847,b2968
,,,,,,b2969
,,,,,,b2970
135,19,3.9581,125.58,-0.1341,0.0370,b2971
268,20,4.0194,127.40,+0.6925,0.1045,b2972
1519,20,4.1401,128.02,-0.5418,0.0961,b4466
559,20,3.9052,123.15,+0.9565,0.1145,b2975
722,20,4.1528,129.29,-0.3296,0.0679,b2976
133,20,3.8740,120.18,+0.1451,0.0301,b2977
406,20,4.0626,128.76,-0.2805,0.0394,b4467
349,20,4.0914,127.50,-0.1539,0.0774,b4468
498,20,4.0432,125.77,+0.0470,0.0542,b2979
253,19,4.0223,131.36,-0.2613,0.0435,b2980
,,,,,,b2981
337,20,4.1707,134.27,-0.5409,0.0890,b2982
354,20,4.0028,126.44,+0.5980,0.1356,b2983
251,20,4.0668,129.58,-0.2829,0.0677,b2984
236,20,4.1206,129.02,-0.1013,0.0763,b2985
229,20,4.0929,128.09,-0.1598,0.0568,b2986
498,20,4.0423,125.76,+0.5151,0.0823,b2987
618,20,4.1935,131.90,-0.3455,0.1052,b2988
287,19,4.1385,130.36,-0.4111,0.1185,b2989
81,20,3.9610,124.91,+0.3716,0.0370,b2990
112,18,3.9407,130.05,+0.0152,0.0536,b2991
161,20,4.1203,128.66,-0.0658,0.0870,b2992
163,18,3.8865,126.00,+0.2883,0.0307,b2993
566,20,4.1797,128.16,-0.1436,0.0830,b2994
391,20,4.0301,129.15,+0.7448,0.1381,b2995
327,20,4.1468,127.66,-0.4584,0.0703,b2996
371,20,4.1210,124.49,-0.1997,0.0593,b2997
94,19,4.0481,132.87,-0.4979,0.1383,b2998
,,,,,,b4658
345,20,4.0984,130.14,-0.3957,0.0841,b3001
163,19,3.9655,131.46,+0.6153,0.1104,b3002
293,20,4.0296,124.97,-0.1850,0.0683,b3003
140,18,3.9679,127.86,-0.0007,0.0571,b3005
243,20,3.9837,125.58,+0.2580,0.0700,b3006
394,20,4.1366,127.31,+0.0190,0.0838,b3008
218,20,3.9898,128.04,+0.7963,0.1239,b3009
317,19,4.1014,130.97,-0.1558,0.0757,b3010
386,20,4.0807,126.69,-0.1345,0.0674,b3011
274,20,4.1154,131.01,-0.3836,0.0730,b3012
307,20,4.1222,131.48,-0.3987,0.0945,b3013
84,18,3.9428,129.49,-0.1310,0.0595,b3014
738,20,4.1945,130.93,-0.5221,0.0827,b4469
469,20,4.0905,128.27,-0.1793,0.0832,b3017
244,20,4.1623,129.92,+0.0656,0.0943,b3018
751,20,4.0827,129.44,-0.3719,0.0519,b3019
534,19,4.1114,131.39,-0.3779,0.1086,b3020
130,19,4.1106,129.97,-0.3392,0.0692,b3021
97,20,4.0889,132.27,-0.2371,0.0825,b3022
159,20,4.1622,129.20,-0.1566,0.0943,b3023
129,20,4.0272,125.47,-0.2891,0.0620,b3024
218,20,3.9885,130.53,-0.2440,0.0596,b3025
448,19,4.0402,129.92,-0.1328,0.0647,b3026
109,19,3.9765,137.75,+0.8908,0.2202,b3027
192,19,4.1533,131.25,-0.3677,0.1250,b3028
103,20,4.1024,128.53,-0.0029,0.0485,b3029
629,20,4.1350,129.45,-0.3488,0.0652,b3030
192,20,4.0913,129.95,-0.0438,0.1146,b3031
274,20,4.0557,130.38,-0.2109,0.0876,b3032
139,20,4.1758,135.99,-0.4403,0.1223,b3033
208,19,4.0436,131.08,-0.2260,0.0769,b3034
492,19,3.9429,126.94,-0.4321,0.0650,b3035
222,20,3.9748,123.11,-0.5495,0.0721,b3037
385,20,4.1898,134.58,-0.3948,0.1273,b3038
261,19,4.1102,128.14,-0.1149,0.0958,b3039
256,20,3.8332,120.89,+0.9559,0.0664,b3040
216,19,4.0095,125.44,-0.1569,0.0417,b3041
95,17,3.7596,135.14,-0.8463,0.0211,b3042
182,19,4.0192,124.30,-0.1879,0.0659,b3043
,,,,,,b3046
120,19,3.9201,128.87,-0.3700,0.0500,b3044
300,20,4.1334,132.18,-0.5490,0.0767,b3045
248,20,4.1616,132.30,-0.3129,0.0887,b3047
353,20,4.1172,126.81,-0.0130,0.1161,b3048
65,19,4.0579,137.13,-0.5815,0.1231,b3049
208,20,4.0441,128.29,+0.5870,0.1010,b3050
552,20,3.8916,127.71,-0.3154,0.0326,b3051
18,9,2.8855,129.21,+2.6333,0.1111,b4664
18,10,2.9330,132.33,+2.2667,0.1111,b4666
476,20,4.0205,124.95,-0.0076,0.0483,b3052
945,20,4.0766,132.58,-0.3195,0.0815,b3053
432,20,4.0769,129.68,-0.2653,0.0741,b3054
205,19,4.0138,129.85,-0.4415,0.0488,b3055
411,20,4.0837,130.71,-0.3180,0.0779,b3056
272,20,3.9762,126.87,+0.9268,0.1176,b3057
121,20,3.9650,129.34,+0.0298,0.0744,b3058
204,20,4.0213,126.07,+0.5725,0.1176,b3059
309,20,4.1578,131.82,-0.2311,0.0809,b3060
302,20,4.1140,125.91,-0.0649,0.0497,b3061
200,20,4.1053,130.67,-0.1280,0.0650,b3062
486,20,3.9392,126.57,+0.9130,0.1276,b3063
336,20,4.0151,124.74,+0.0095,0.0714,b3064
70,17,3.5845,137.31,-1.1329,0.0714,b3065
580,20,4.1162,130.80,-0.3931,0.0793,b3066
612,20,4.0554,132.58,-0.5930,0.0523,b3067
167,19,4.0472,128.94,-0.3114,0.0838,b3068
253,20,4.1082,131.54,-0.4498,0.1067,b3070
206,20,4.0582,130.89,-0.7733,0.0437,b3071
505,20,4.0643,126.76,-0.1372,0.0455,b3072
458,20,4.0717,126.12,+0.0236,0.0721,b3073
109,19,3.9458,129.63,-0.0706,0.0459,b3074
326,20,4.0760,128.63,-0.1595,0.0706,b3075
1029,20,4.2310,132.43,-0.4392,0.1224,b3076
148,19,4.0757,134.96,-0.5676,0.1149,b3077
476,20,3.9769,127.25,+0.7847,0.1429,b3078
355,20,4.1331,130.55,-0.4828,0.1577,b3079
782,20,4.1684,130.77,-0.5523,0.1189,b3080
671,20,4.1141,126.10,-0.0666,0.0581,b3081
137,20,3.9910,126.38,+0.1796,0.0584,b3082
103,19,4.0186,134.07,-0.4602,0.1359,b3083
377,20,4.1345,129.90,-0.1870,0.0769,b3084
166,20,4.1109,134.48,-0.4843,0.0904,b3085
229,20,4.0923,128.63,+0.0489,0.0873,b3086
327,20,4.1031,128.30,+0.0557,0.0948,b3087
320,19,3.9684,129.76,+0.8997,0.1375,b3088
413,20,3.9248,122.93,+0.8855,0.0678,b3089
182,20,4.0831,129.90,+0.5863,0.1319,b3090
494,20,4.1321,127.21,-0.2366,0.0709,b3091
469,20,4.1946,132.81,-0.4341,0.1066,b3092
471,20,4.0762,127.19,+0.5643,0.1338,b3093
257,20,4.1470,133.53,-0.5339,0.0817,b3094
219,20,3.9409,129.59,+0.7146,0.1233,b3095
126,19,3.9948,129.31,-0.1595,0.0714,b3096
121,17,3.7245,131.70,-1.0107,0.0413,b3097
100,17,3.7400,127.04,-0.5690,0.0300,b3098
133,19,3.8847,130.78,+0.3346,0.0451,b3099
98,19,3.8446,137.01,-0.5694,0.0918,b3100
129,19,3.8384,126.17,+0.7922,0.1318,b3101
327,20,4.1818,131.89,-0.3752,0.1346,b3102
120,20,4.0146,135.78,+0.2875,0.1833,b3103
117,20,3.9953,131.75,+0.5573,0.1624,b3104
297,20,4.0075,129.49,-0.1684,0.0539,b3105
232,20,4.0971,128.99,-0.2780,0.0776,b3106
53,17,3.6310,127.67,-0.6377,0.0377,b3107
435,20,4.0026,121.95,+0.2936,0.0391,b4470
442,20,4.0191,126.99,+0.8491,0.1176,b3110
453,20,4.0980,124.80,+0.0673,0.0596,b4471
128,19,4.0226,126.28,+0.1062,0.0625,b3113
763,20,4.1630,130.45,-0.2967,0.0983,b3114
401,20,4.0610,125.83,-0.0040,0.0599,b3115
442,20,4.0355,128.26,+0.7346,0.1357,b3116
328,19,4.0598,124.98,+0.0369,0.0518,b3117
311,20,4.0661,128.59,+0.0862,0.0836,b3118
71,17,3.8395,137.15,-0.1282,0.1831,b3119
178,20,4.1590,132.77,-0.1713,0.1180,b3120
394,20,3.9993,132.49,-0.3934,0.0914,b3121
380,20,3.9758,120.53,+0.1268,0.0395,b3124
