acgt,ryr,gcc,Hgc,gcs,ats,locus_tag
612,1.0265,0.4755,0.9983,-0.1065,-0.0717,b1454
207,0.8482,0.3188,0.9031,+0.0303,-0.1064,b1455
,,,,,,b1456
477,1.1682,0.2746,0.8480,-0.2672,+0.0058,b1457
,,,,,,b1459
1131,1.3035,0.4191,0.9810,-0.1561,+0.1142,b1460
228,1.1308,0.4386,0.9891,+0.0400,+0.1406,b1461
564,1.1527,0.5160,0.9993,-0.1821,-0.0476,b1462
840,1.0588,0.5167,0.9992,-0.1429,-0.0936,b1463
888,1.0603,0.5214,0.9987,-0.0281,+0.0306,b1464
675,0.8855,0.5304,0.9973,-0.0838,-0.2240,b1465
690,1.1562,0.5652,0.9877,-0.0974,+0.0400,b1466
1539,1.1257,0.5445,0.9943,-0.0215,+0.1041,b1467
3735,1.0421,0.5507,0.9926,+0.0170,+0.0667,b1468
1383,0.8245,0.4910,0.9998,-0.0339,-0.2216,b1469
330,1.0245,0.3576,0.9407,+0.0847,+0.0660,b1470
,,,,,,b1471
,,,,,,b1472
876,0.8798,0.4989,1.0000,-0.0572,-0.1845,b1473
3042,1.1228,0.5424,0.9948,-0.0533,+0.0632,b1474
879,1.1491,0.5529,0.9919,-0.0864,+0.0483,b1475
648,1.0836,0.5000,1.0000,-0.1420,-0.0617,b1476
279,1.2320,0.5197,0.9989,-0.0621,+0.1493,b1477
1005,1.1659,0.5264,0.9980,-0.1342,+0.0126,b1478
1692,1.0786,0.5213,0.9987,-0.0159,+0.0617,b1479
132,1.3158,0.4545,0.9940,+0.1333,+0.3611,b1480
210,1.0192,0.4619,0.9958,+0.0309,+0.0442,b1481
426,1.3279,0.5047,0.9999,-0.1163,+0.1659,b1482
921,1.0109,0.5461,0.9938,-0.0258,-0.0191,b1483
981,1.0227,0.5423,0.9948,-0.0414,-0.0245,b1484
891,0.9286,0.5320,0.9970,-0.0633,-0.1511,b1485
1017,0.8626,0.5497,0.9929,-0.0733,-0.2533,b1486
1545,1.1281,0.5049,0.9999,+0.0103,+0.1320,b1487
576,0.9264,0.5330,0.9969,+0.0358,-0.0409,b1488
2394,1.0620,0.5025,1.0000,-0.0141,+0.0462,b1489
1377,1.0801,0.4444,0.9911,-0.0523,+0.0275,b1490
1314,1.0628,0.5251,0.9982,+0.0145,+0.0801,b1491
1530,0.8613,0.4824,0.9991,-0.0108,-0.1540,b1492
1395,1.0130,0.5341,0.9967,-0.0040,+0.0092,b1493
2790,1.1379,0.4670,0.9969,-0.0223,+0.1015,b1494
2367,1.0583,0.4605,0.9955,+0.0037,+0.0556,b1495
1680,0.9765,0.4375,0.9887,-0.0041,-0.0243,b1496
1152,1.0389,0.3880,0.9635,-0.0246,+0.0156,b1497
1677,1.0653,0.4419,0.9902,+0.0526,+0.0983,b1498
756,0.9947,0.3955,0.9683,-0.0033,-0.0066,b1499
192,1.0870,0.3750,0.9544,+0.0000,+0.0667,b1500
2274,1.0920,0.5040,1.0000,-0.0558,+0.0319,b1501
909,1.0849,0.4488,0.9924,-0.0441,+0.0379,b1502
498,1.1558,0.4518,0.9933,-0.0311,+0.1062,b1503
525,1.0349,0.4514,0.9932,-0.0211,+0.0139,b1504
,,,,,,b1505
,,,,,,b1506
1317,1.1805,0.4814,0.9990,-0.0915,+0.0747,b1507
261,1.2696,0.4521,0.9934,+0.0169,+0.2308,b1508
,,,,,,b4696
1587,1.0477,0.5230,0.9985,-0.0602,-0.0172,b1511
948,1.1448,0.5095,0.9997,-0.1346,-0.0022,b1512
1530,1.0238,0.5340,0.9967,-0.0135,+0.0098,b1513
1023,0.9523,0.5396,0.9955,-0.1304,-0.2059,b1514
987,0.8143,0.5350,0.9965,-0.0455,-0.2723,b1515
1017,1.2013,0.4975,1.0000,-0.0791,+0.1037,b1516
870,1.1750,0.4989,1.0000,-0.1567,+0.0046,b1517
285,1.0956,0.4667,0.9968,-0.0075,+0.0789,b1518
753,0.9508,0.5418,0.9949,+0.0000,-0.0551,b1519
909,0.8000,0.4807,0.9989,+0.0664,-0.1525,b1520
1446,1.0395,0.5207,0.9988,-0.0412,-0.0043,b1521
942,1.0043,0.5053,0.9999,-0.1092,-0.1073,b1522
354,0.9032,0.5311,0.9972,+0.0319,-0.0723,b1523
921,1.0604,0.5212,0.9987,-0.1375,-0.0884,b1524
1383,1.1918,0.5315,0.9971,-0.1510,+0.0154,b1525
876,0.9819,0.5365,0.9961,-0.0340,-0.0591,b1526
1110,0.9237,0.3991,0.9704,+0.1377,+0.0255,b1527
1185,0.8720,0.5139,0.9994,-0.0837,-0.2292,b1528
660,0.9880,0.5136,0.9995,-0.1327,-0.1526,b1529
429,1.1343,0.4965,1.0000,-0.0610,+0.0648,b1530
378,1.1356,0.4603,0.9955,+0.0690,+0.1765,b1531
213,0.8205,0.5070,0.9999,+0.1111,-0.0857,b1532
894,0.9143,0.5000,1.0000,-0.1633,-0.2528,b1533
1182,0.8046,0.4992,1.0000,-0.0034,-0.2196,b1534
90,0.8750,0.4000,0.9710,-0.2222,-0.2593,b4599
885,1.0873,0.4508,0.9930,-0.1278,-0.0288,b1535
387,1.1264,0.4806,0.9989,-0.0860,+0.0348,b1536
513,1.1286,0.4951,0.9999,-0.0787,+0.0425,b1537
2040,1.0774,0.5005,1.0000,-0.0637,+0.0108,b1538
741,1.1293,0.5088,0.9998,-0.0981,+0.0220,b1539
681,1.0029,0.5037,1.0000,+0.0379,+0.0414,b1540
198,1.1290,0.5303,0.9973,-0.0095,+0.1183,b1541
1455,1.1334,0.4962,1.0000,-0.1163,+0.0095,b1542
,,,,,,b4600
228,1.5618,0.3596,0.9424,-0.0732,+0.3014,b1544
585,1.2587,0.4513,0.9931,-0.0530,+0.1651,b1545
570,1.2619,0.4842,0.9993,-0.1449,+0.0884,b1546
957,1.0759,0.5277,0.9978,+0.0020,+0.0796,b1547
,,,,,,b1548
228,1.3265,0.4474,0.9920,+0.0784,+0.3175,b4533
405,1.1429,0.3185,0.9028,+0.0543,+0.1232,b1549
168,1.7097,0.2976,0.8784,-0.1600,+0.3051,b1550
150,1.1739,0.4400,0.9896,-0.0303,+0.1190,b1551
207,1.1562,0.4058,0.9742,-0.1429,+0.0244,b1552
492,1.2466,0.4573,0.9947,-0.0756,+0.1386,b1553
249,1.1652,0.4980,1.0000,+0.0484,+0.2000,b4689
528,1.1909,0.5076,0.9998,-0.1194,+0.0538,b1554
306,1.2500,0.4379,0.9888,-0.1343,+0.0930,b1555
210,1.2340,0.4714,0.9976,-0.2323,-0.0090,b1556
210,1.0192,0.3571,0.9403,-0.2000,-0.0963,b1557
207,0.9167,0.4879,0.9996,+0.0693,-0.0189,b1558
747,1.3056,0.4819,0.9991,-0.1889,+0.0801,b1559
1044,1.0673,0.5230,0.9985,-0.0440,+0.0201,b1560
246,1.1207,0.4106,0.9768,-0.2871,-0.1034,b1561
150,1.2388,0.5333,0.9968,-0.0500,+0.1714,b1562
282,1.2381,0.4716,0.9977,-0.2030,+0.0201,b1563
234,1.0893,0.4744,0.9981,-0.0631,+0.0244,b1564
300,0.9108,0.4667,0.9968,+0.0000,-0.0875,b1565
327,1.6585,0.4343,0.9875,-0.0704,+0.3838,b1566
,,,,,,b1567
,,,,,,b1568
225,1.1845,0.4711,0.9976,-0.1509,+0.0252,b1569
402,1.1967,0.4403,0.9897,+0.1073,+0.2444,b1570
150,1.2727,0.4867,0.9995,-0.0137,+0.2208,b1571
123,1.2364,0.4715,0.9977,-0.0345,+0.1692,b1572
213,1.3667,0.4836,0.9992,-0.0485,+0.2545,b1573
183,1.2317,0.3607,0.9432,-0.0909,+0.1111,b1575
186,1.0000,0.4409,0.9899,-0.0488,-0.0385,b1576
,,,,,,b1577
,,,,,,b1578
,,,,,,b1579
1014,1.1081,0.4507,0.9930,-0.0985,+0.0126,b1580
1209,0.9983,0.5087,0.9998,-0.0276,-0.0303,b1581
321,0.9222,0.5202,0.9988,-0.2575,-0.3636,b1582
336,1.1538,0.5179,0.9991,+0.0690,+0.2222,b1583
555,1.0632,0.4703,0.9974,-0.0345,+0.0272,b1584
705,1.1963,0.4383,0.9890,-0.0744,+0.1010,b1585
300,0.8293,0.5700,0.9858,+0.1813,+0.0233,b1586
2421,1.0835,0.5085,0.9998,+0.0219,+0.1042,b1587
2418,1.1173,0.5128,0.9995,-0.0113,+0.1019,b1588
612,0.9870,0.5327,0.9969,+0.0184,+0.0070,b1589
849,0.8578,0.5289,0.9976,-0.0824,-0.2550,b1590
609,0.9709,0.5353,0.9964,-0.0798,-0.1237,b1591
1251,0.8561,0.5444,0.9943,-0.0250,-0.2000,b1592
690,1.1630,0.5246,0.9982,-0.0884,+0.0610,b1593
1215,1.0455,0.5235,0.9984,-0.0660,-0.0259,b1594
888,0.9559,0.5282,0.9977,-0.0448,-0.0979,b1595
1248,0.7931,0.5296,0.9975,-0.0106,-0.2572,b1596
303,1.3130,0.5182,0.9990,+0.1592,+0.4521,b1597
78,0.4717,0.4359,0.9881,+0.1765,-0.5000,b4601
816,1.0870,0.5233,0.9984,-0.0913,-0.0129,b1598
324,0.8621,0.5185,0.9990,-0.1667,-0.3333,b1599
360,0.9672,0.4250,0.9837,-0.1895,-0.1691,b1600
1029,0.8641,0.5034,1.0000,-0.0695,-0.2172,b1601
1383,1.0219,0.5278,0.9978,-0.1233,-0.1149,b1602
1527,1.1477,0.5259,0.9981,-0.1059,+0.0276,b1603
939,1.1007,0.5133,0.9995,+0.0000,+0.0985,b1604
1377,0.8709,0.5367,0.9961,-0.0501,-0.2069,b1605
717,1.0312,0.5119,0.9996,-0.0082,+0.0229,b1606
330,0.8436,0.4788,0.9987,-0.1266,-0.2791,b1607
714,0.9944,0.4958,0.9999,+0.0226,+0.0167,b1608
1296,0.9372,0.5077,0.9998,-0.0061,-0.0721,b1609
924,1.0175,0.5097,0.9997,+0.0403,+0.0596,b1610
1398,1.1844,0.5393,0.9955,-0.0690,+0.1025,b1611
1641,1.1621,0.5168,0.9992,-0.0637,+0.0870,b1612
1170,1.0242,0.5094,0.9997,+0.0000,+0.0244,b1613
1503,1.2636,0.4917,0.9998,-0.0663,+0.1649,b1614
1260,1.1612,0.4730,0.9979,-0.1913,-0.0301,b1615
1368,0.9026,0.5197,0.9989,-0.0577,-0.1689,b1616
1806,1.1733,0.5233,0.9984,-0.0815,+0.0778,b1617
585,1.0819,0.5111,0.9996,-0.0234,+0.0559,b1618
762,1.0707,0.4738,0.9980,-0.0526,+0.0175,b1619
1023,1.1006,0.5415,0.9950,-0.1047,-0.0192,b1620
1587,0.8781,0.5287,0.9976,-0.0036,-0.1417,b1621
1167,0.9983,0.5116,0.9996,-0.0519,-0.0561,b1622
996,0.9606,0.5412,0.9951,+0.0167,-0.0241,b1623
1035,1.0618,0.5343,0.9966,-0.0741,-0.0207,b1624
120,0.8750,0.4417,0.9902,+0.0189,-0.1045,b4409
210,0.9266,0.4810,0.9990,+0.0693,-0.0092,b1625
435,0.7540,0.4920,0.9998,+0.0467,-0.2308,b1626
576,0.7669,0.5191,0.9989,-0.0569,-0.3357,b1627
573,1.0035,0.5497,0.9929,-0.0540,-0.0620,b1628
2217,1.1441,0.5548,0.9913,-0.0146,+0.1327,b1629
1053,0.8571,0.5280,0.9977,-0.0180,-0.1831,b1630
615,1.1731,0.5350,0.9965,-0.0578,+0.1049,b1631
690,0.9547,0.5275,0.9978,-0.0330,-0.0859,b1632
630,1.0521,0.4937,0.9999,+0.0032,+0.0533,b1633
1497,0.8854,0.5170,0.9992,-0.0491,-0.1784,b1634
600,1.1053,0.5083,0.9998,-0.0492,+0.0508,b1635
858,1.1029,0.5315,0.9971,-0.0877,+0.0050,b1636
1269,1.1150,0.5169,0.9992,-0.0671,+0.0408,b1637
651,0.9969,0.5207,0.9988,-0.0147,-0.0192,b1638
324,0.9877,0.4599,0.9953,+0.0336,+0.0171,b1639
1104,1.0109,0.5471,0.9936,-0.0596,-0.0600,b1640
462,1.1000,0.5173,0.9991,-0.1632,-0.0762,b1641
429,1.1888,0.4848,0.9993,+0.0000,+0.1674,b1642
231,0.6739,0.4935,0.9999,+0.0000,-0.3846,b1643
852,1.0286,0.5047,0.9999,+0.0233,+0.0521,b1644
2007,0.8670,0.5286,0.9976,+0.0009,-0.1501,b1645
516,1.1772,0.5329,0.9969,-0.0400,+0.1286,b1646
891,1.0068,0.5264,0.9980,-0.0533,-0.0521,b1647
234,1.1273,0.5171,0.9992,-0.0909,+0.0265,b1648
594,1.0412,0.5253,0.9982,+0.0256,+0.0709,b1649
1092,1.0526,0.5366,0.9961,-0.0375,+0.0119,b1650
402,1.2210,0.5199,0.9989,-0.0909,+0.1088,b1651
642,0.9455,0.5452,0.9941,+0.0629,+0.0137,b1652
4611,1.0030,0.5693,0.9861,-0.0225,-0.0262,b1653
342,1.1111,0.5322,0.9970,-0.0220,+0.0875,b1654
810,1.1429,0.4790,0.9987,+0.0773,+0.1991,b1655
576,0.9862,0.5052,0.9999,+0.0447,+0.0316,b1656
1164,0.9563,0.5352,0.9964,-0.1204,-0.1867,b1657
84,0.7872,0.5119,0.9996,+0.0698,-0.1707,b4602
1020,1.0988,0.5402,0.9953,-0.0526,+0.0405,b1658
927,1.1164,0.5394,0.9955,-0.1520,-0.0585,b1659
1206,0.8218,0.5348,0.9965,-0.0078,-0.2193,b1660
1143,1.0194,0.4812,0.9990,-0.0655,-0.0422,b1661
636,1.2553,0.4764,0.9984,-0.1089,+0.1171,b1662
1368,0.8921,0.5307,0.9973,-0.0826,-0.2150,b1663
1251,1.3039,0.5156,0.9993,-0.2031,+0.0561,b1664
300,1.0833,0.4500,0.9928,-0.0074,+0.0667,b1667
1599,1.0632,0.4797,0.9988,-0.0274,+0.0337,b1668
807,1.1929,0.5304,0.9973,-0.1262,+0.0449,b1669
780,0.9355,0.4949,0.9999,-0.1192,-0.1827,b1670
663,1.0152,0.5053,0.9999,-0.0149,+0.0000,b1671
642,1.1329,0.5249,0.9982,-0.1217,-0.0033,b1672
2097,1.1333,0.4807,0.9989,-0.0893,+0.0376,b1673
621,1.0769,0.4960,1.0000,-0.0455,+0.0288,b1674
204,1.6494,0.4706,0.9975,-0.2292,+0.2593,b1675
1407,1.0938,0.5004,1.0000,-0.0028,+0.0868,b1676
231,1.0625,0.5152,0.9993,+0.0252,+0.0893,b1677
999,1.1076,0.5195,0.9989,-0.0366,+0.0667,b1678
411,1.0863,0.4915,0.9998,-0.0594,+0.0239,b1679
1215,1.0318,0.5506,0.9926,-0.0643,-0.0440,b1680
1266,1.1979,0.5340,0.9967,-0.0562,+0.1288,b1681
741,1.1293,0.5074,0.9998,-0.1117,+0.0082,b1682
1482,1.1324,0.5169,0.9992,-0.0601,+0.0642,b1683
363,1.1607,0.5372,0.9960,-0.1077,+0.0357,b1684
183,0.7429,0.4481,0.9922,+0.2439,-0.0693,b1685
405,1.2011,0.5185,0.9990,-0.1714,+0.0051,b1686
3051,1.0463,0.5385,0.9957,-0.0663,-0.0284,b1687
1107,0.8891,0.5510,0.9925,-0.0984,-0.2515,b1688
351,1.0289,0.4615,0.9957,+0.0247,+0.0476,b1689
1209,0.7573,0.4508,0.9930,+0.0349,-0.2229,b1690
1260,0.8261,0.4548,0.9941,-0.0227,-0.1936,b1691
861,1.1633,0.4785,0.9987,-0.0922,+0.0601,b1692
753,1.0630,0.5073,0.9998,-0.0105,+0.0512,b1693
1590,1.0839,0.4761,0.9984,-0.0647,+0.0180,b1694
1146,1.1341,0.5209,0.9987,-0.0419,+0.0856,b1695
906,1.0405,0.4216,0.9822,-0.0576,-0.0076,b1696
759,1.0795,0.5152,0.9993,-0.0077,+0.0707,b1697
933,1.1109,0.5380,0.9958,-0.0598,+0.0441,b1698
1284,1.0912,0.5475,0.9935,-0.0669,+0.0155,b1699
288,1.0000,0.4861,0.9994,+0.0143,+0.0135,b1700
1641,1.0259,0.4973,1.0000,-0.0490,-0.0230,b1701
2373,1.0779,0.5474,0.9935,-0.0654,+0.0037,b1702
828,0.9574,0.5145,0.9994,+0.0235,-0.0199,b1703
1041,1.0174,0.5322,0.9970,+0.0325,+0.0554,b1704
186,1.0899,0.5108,0.9997,+0.0737,+0.1648,b1705
1431,1.0414,0.5297,0.9975,-0.0976,-0.0669,b1706
708,0.9239,0.4251,0.9838,+0.0166,-0.0565,b1707
459,0.9784,0.4989,1.0000,-0.0218,-0.0435,b1708
744,1.1318,0.5538,0.9916,-0.0631,+0.0602,b1709
546,1.2286,0.4982,1.0000,-0.1397,+0.0657,b1710
975,0.8714,0.5559,0.9910,-0.1070,-0.2887,b1711
294,1.2969,0.5068,0.9999,-0.1007,+0.1586,b1712
2382,1.1211,0.5441,0.9944,-0.0926,+0.0147,b1713
978,0.9798,0.5409,0.9952,+0.0019,-0.0200,b1714
39,0.3448,0.3590,0.9418,+0.4286,-0.5200,b1715
351,1.0407,0.4872,0.9995,+0.0058,+0.0444,b1716
192,1.1573,0.5104,0.9997,+0.0816,+0.2340,b1717
537,1.3973,0.4916,0.9998,-0.1136,+0.2161,b1718
1923,1.1272,0.4966,1.0000,-0.0534,+0.0661,b1719
,,,,,,b4494
102,1.2174,0.4902,0.9997,-0.2800,-0.0769,b4535
753,1.0188,0.4967,1.0000,-0.0428,-0.0237,b1722
924,1.1339,0.5433,0.9946,-0.0398,+0.0900,b1723
285,1.2800,0.4386,0.9891,-0.1040,+0.1375,b1724
855,0.9300,0.5205,0.9988,+0.0112,-0.0634,b1725
531,0.8763,0.4426,0.9905,-0.1149,-0.2095,b1726
663,0.9850,0.5204,0.9988,+0.0029,-0.0126,b1727
585,0.8111,0.5162,0.9992,+0.0265,-0.1873,b1728
1386,0.8960,0.5260,0.9981,-0.0535,-0.1750,b1729
798,1.0620,0.3521,0.9360,-0.0534,+0.0174,b1730
237,1.0973,0.5316,0.9971,-0.0476,+0.0450,b1731
2256,1.0018,0.5213,0.9987,+0.0391,+0.0444,b1732
744,1.0667,0.5175,0.9991,-0.1792,-0.1253,b1733
1347,1.1280,0.4692,0.9973,-0.1171,+0.0098,b1734
837,1.0821,0.4170,0.9800,-0.1117,-0.0123,b1735
345,1.4643,0.5043,0.9999,-0.1954,+0.1813,b1736
1353,0.8844,0.4937,0.9999,-0.0210,-0.1416,b1737
315,1.1284,0.4444,0.9911,-0.1143,+0.0171,b1738
333,1.2053,0.5015,1.0000,-0.0898,+0.0964,b1739
822,1.1979,0.4976,1.0000,-0.0465,+0.1332,b1740
882,1.0137,0.5159,0.9993,-0.0286,-0.0164,b1741
570,1.0956,0.5228,0.9985,-0.1074,-0.0221,b1742
480,1.2857,0.5125,0.9995,+0.0650,+0.3248,b1743
963,1.0710,0.5358,0.9963,-0.1124,-0.0559,b1744
1338,1.0648,0.5575,0.9904,-0.0751,-0.0236,b1745
1473,1.0835,0.5818,0.9806,-0.1015,-0.0455,b1746
1029,1.0457,0.5617,0.9890,-0.0415,-0.0022,b1747
1215,1.0734,0.5514,0.9924,-0.0925,-0.0349,b1748
801,1.0859,0.5368,0.9961,-0.0047,+0.0836,b1749
705,0.6988,0.4823,0.9991,+0.1706,-0.1836,b1750
672,1.2626,0.4866,0.9995,-0.1193,+0.1130,b1751
702,0.8093,0.5171,0.9992,-0.0413,-0.2625,b1752
543,0.9255,0.5672,0.9869,-0.0195,-0.1149,b1753
1161,1.0121,0.5659,0.9874,+0.0076,+0.0238,b1754
1530,0.8727,0.5693,0.9861,-0.0563,-0.2322,b1755
648,0.9228,0.5139,0.9994,-0.0210,-0.1048,b1756
1302,1.1414,0.5369,0.9961,-0.0243,+0.1144,b1757
615,0.8693,0.5366,0.9961,-0.1333,-0.3053,b1758
402,1.1270,0.5522,0.9921,-0.0901,+0.0222,b1759
267,1.0859,0.5094,0.9997,-0.0441,+0.0382,b1760
1338,1.0744,0.5344,0.9966,-0.0573,+0.0112,b1761
1035,1.1253,0.4145,0.9788,-0.1189,+0.0165,b1762
1956,1.1377,0.5527,0.9920,-0.0731,+0.0537,b1763
1038,1.1535,0.5520,0.9922,-0.1134,+0.0194,b1764
546,1.1081,0.5623,0.9888,-0.0749,+0.0209,b1765
1851,1.0612,0.5186,0.9990,-0.0750,-0.0191,b1766
1011,0.9980,0.5134,0.9995,+0.0328,+0.0325,b1767
636,1.0784,0.5346,0.9965,-0.0765,-0.0068,b1768
1353,0.8714,0.4523,0.9934,-0.1144,-0.2200,b1769
753,1.2344,0.4236,0.9831,-0.1223,+0.0922,b1770
975,1.1523,0.4800,0.9988,-0.1154,+0.0296,b1771
942,1.1606,0.4554,0.9943,-0.1282,+0.0292,b1772
831,1.1308,0.4561,0.9944,-0.1240,+0.0088,b1773
1038,1.1945,0.4692,0.9973,-0.1335,+0.0490,b1774
1374,0.9434,0.4934,0.9999,-0.0885,-0.1437,b1775
1071,1.1166,0.4995,1.0000,-0.1140,-0.0037,b1776
267,1.3217,0.4569,0.9946,-0.1148,+0.1586,b1777
408,1.0400,0.4877,0.9996,-0.0151,+0.0239,b1778
990,0.9960,0.5020,1.0000,+0.0423,+0.0385,b1779
879,1.0394,0.5006,1.0000,-0.0136,+0.0251,b1780
849,1.1658,0.5065,0.9999,-0.1023,+0.0501,b1781
741,0.9973,0.5223,0.9986,+0.0078,+0.0056,b1782
1929,1.0787,0.5023,1.0000,-0.0134,+0.0625,b1783
1278,1.0985,0.4930,0.9999,-0.0159,+0.0772,b1784
1470,0.8584,0.3857,0.9620,+0.0406,-0.0986,b1785
1485,0.9880,0.4606,0.9955,-0.0058,-0.0162,b1786
498,1.0081,0.5181,0.9991,+0.0233,+0.0333,b1787
99,0.6780,0.4343,0.9875,+0.0233,-0.3214,b1788
441,0.8766,0.5510,0.9925,-0.0864,-0.2525,b1789
816,1.1195,0.5012,1.0000,-0.0513,+0.0614,b1790
1176,0.8176,0.5289,0.9976,-0.0096,-0.2238,b1791
342,1.1783,0.5292,0.9975,+0.0276,+0.2050,b1792
249,1.1102,0.5341,0.9966,-0.0827,+0.0172,b1793
1020,1.0158,0.4804,0.9989,-0.0041,+0.0113,b1794
93,0.7222,0.4409,0.9899,-0.1220,-0.3846,b4676
69,1.4643,0.4493,0.9926,-0.4194,+0.0000,b4675
243,1.0083,0.4691,0.9972,-0.3158,-0.2713,b1795
177,1.3289,0.4689,0.9972,-0.1807,+0.1064,b1796
354,1.0345,0.4859,0.9994,+0.0349,+0.0659,b1797
633,0.8952,0.4518,0.9933,-0.1049,-0.1873,b1798
918,1.0044,0.5251,0.9982,-0.0871,-0.0917,b1799
1080,0.9926,0.5389,0.9956,-0.0378,-0.0522,b1800
1440,0.8321,0.5132,0.9995,+0.0419,-0.1441,b1801
1119,1.0608,0.5192,0.9989,-0.0189,+0.0409,b1802
960,1.1099,0.5021,1.0000,-0.0747,+0.0293,b1803
1122,1.0549,0.5428,0.9947,-0.0509,-0.0019,b1804
1680,1.0870,0.5125,0.9995,-0.0894,-0.0085,b1805
576,1.1654,0.5399,0.9954,-0.1318,+0.0113,b1806
690,1.1698,0.5580,0.9903,-0.1117,+0.0361,b1807
1905,1.0244,0.5528,0.9920,-0.0104,+0.0141,b1808
339,1.1592,0.5221,0.9986,-0.0621,+0.0864,b1809
294,1.4500,0.4490,0.9925,-0.1667,+0.1975,b1810
174,1.3836,0.5747,0.9838,-0.1200,+0.2162,b1811
1356,0.9941,0.5111,0.9996,+0.0043,-0.0015,b1812
573,0.9037,0.5497,0.9929,+0.0159,-0.0930,b1813
1359,1.0591,0.5408,0.9952,-0.0667,-0.0160,b1814
1593,0.9356,0.5066,0.9999,+0.0186,-0.0483,b1815
1551,0.9808,0.5403,0.9953,-0.0883,-0.1248,b1816
966,1.1955,0.5041,1.0000,-0.0554,+0.1232,b1817
795,0.8706,0.5182,0.9990,-0.0243,-0.1697,b1818
846,0.9140,0.5296,0.9975,-0.0134,-0.1106,b1819
453,0.8490,0.4547,0.9941,+0.0485,-0.1093,b1820
561,0.9278,0.5205,0.9988,-0.0959,-0.1822,b1821
804,1.0354,0.5162,0.9992,-0.0506,-0.0180,b1822
204,1.1702,0.4706,0.9975,-0.1250,+0.0370,b1823
138,0.9437,0.4348,0.9877,-0.0667,-0.1026,b1824
282,1.2031,0.4397,0.9895,-0.1774,+0.0253,b1825
138,0.9167,0.4638,0.9962,-0.2500,-0.2973,b1826
234,1.1667,0.4444,0.9911,-0.1538,+0.0154,b4536
786,1.1072,0.4987,1.0000,-0.0918,+0.0102,b1827
1368,0.7606,0.5249,0.9982,+0.0251,-0.2585,b1828
876,1.0278,0.5377,0.9959,-0.0870,-0.0716,b1829
2043,1.1804,0.5047,0.9999,-0.0883,+0.0771,b1830
693,1.2283,0.5310,0.9972,-0.0326,+0.1815,b1831
492,1.0936,0.4959,1.0000,-0.1311,-0.0403,b1832
1278,0.8933,0.5016,1.0000,-0.0484,-0.1617,b1833
2628,1.0957,0.5373,0.9960,-0.0637,+0.0247,b1834
1434,0.9779,0.5181,0.9991,-0.0175,-0.0420,b1835
231,0.9091,0.4892,0.9997,+0.0796,-0.0169,b1836
186,0.9375,0.4677,0.9970,-0.2414,-0.2727,b1837
651,1.0865,0.4808,0.9989,-0.1629,-0.0710,b1838
336,1.1132,0.4643,0.9963,-0.0769,+0.0333,b1839
867,0.8930,0.5329,0.9969,-0.0952,-0.2296,b1840
369,1.1207,0.5041,1.0000,+0.0538,+0.1694,b1841
225,1.1429,0.4933,0.9999,-0.0991,+0.0351,b1842
651,0.8600,0.5223,0.9986,+0.0235,-0.1318,b1843
657,0.9970,0.5205,0.9988,+0.0058,+0.0032,b1844
2055,1.0088,0.4993,1.0000,-0.0253,-0.0165,b1845
654,1.1946,0.5306,0.9973,-0.1009,+0.0749,b1846
351,1.2645,0.4986,1.0000,-0.1886,+0.0455,b1847
285,1.3171,0.4982,1.0000,-0.0704,+0.2028,b1848
1173,1.0224,0.5396,0.9955,-0.0932,-0.0852,b1849
636,1.1271,0.5660,0.9874,-0.1167,-0.0145,b1850
1806,1.0476,0.5377,0.9959,-0.0752,-0.0371,b1851
1470,1.1366,0.5184,0.9990,-0.0604,+0.0678,b1852
864,1.0426,0.4919,0.9998,-0.0306,+0.0114,b1853
1437,1.1009,0.5296,0.9975,-0.0539,+0.0414,b1854
966,1.1325,0.5176,0.9991,-0.1040,+0.0172,b1855
1317,1.1038,0.5254,0.9981,-0.0462,+0.0528,b1856
927,1.1409,0.4930,0.9999,-0.0460,+0.0851,b1857
750,0.9685,0.4933,0.9999,-0.0324,-0.0632,b1858
780,0.8978,0.5218,0.9986,-0.2138,-0.3458,b1859
1005,1.0221,0.5294,0.9975,-0.1015,-0.0909,b1860
606,1.1566,0.5330,0.9969,-0.0526,+0.0954,b1861
60,0.6667,0.2000,0.7219,+0.3333,-0.1667,b4677
597,1.0034,0.4422,0.9903,-0.0379,-0.0270,b1862
516,1.1061,0.5640,0.9882,-0.0653,+0.0311,b1863
735,1.2615,0.5238,0.9984,-0.1065,+0.1257,b1864
447,1.0791,0.5257,0.9981,-0.0894,-0.0189,b1865
1767,1.0739,0.5382,0.9958,-0.0515,+0.0172,b1866
561,1.0253,0.5330,0.9969,-0.0301,-0.0076,b1867
813,0.9129,0.5117,0.9996,+0.0529,-0.0378,b1868
390,0.8396,0.5103,0.9997,-0.1357,-0.3194,b1869
738,0.9628,0.5081,0.9998,+0.0027,-0.0358,b1870
966,1.0466,0.5228,0.9985,-0.0693,-0.0282,b1871
2424,1.2239,0.5140,0.9994,-0.0947,+0.1070,b1872
1095,1.1769,0.4749,0.9982,-0.0538,+0.1061,b1873
741,1.1111,0.5209,0.9987,-0.0829,+0.0197,b1874
561,1.0474,0.5116,0.9996,-0.0523,-0.0073,b1875
1728,1.1627,0.5336,0.9967,-0.0542,+0.0993,b1876
483,1.1278,0.3892,0.9643,+0.0213,+0.1119,b1877
